2025-05-15 04:45:30.146,PAYMENT,"Send request to show door close screen"
2025-05-15 04:45:30.147,PAYMENT,"Send request to show door close screen"
2025-05-15 04:45:30.151,TCP_CMD10H,"COMMAND 10H DATA ----------------------->>>>> : address 192.168.254.47 Reader Screen Number: 1F	data　section: 0000000000000000000000000000001F1F63FFFFFFFF000000FFFF000000000000FFFFFFFFFFFF000000FFFFFFFFFFFF000000000D0A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Timeout: 0000"
2025-05-15 04:45:30.152,ReaderRequestController,"Send to reader with the command of screen number: 1F done   "
2025-05-15 04:45:30.152,TCP_PERIODIC,"Communicating to 192.168.254.47:51002 command 10 in Thread : Thread-41"
2025-05-15 04:45:30.156,TCP_CMD10H,"COMMAND 10H DATA ----------------------->>>>> : address 192.168.254.48 Reader Screen Number: 1F	data　section: 0000000000000000000000000000001F1F63FFFFFFFF000000FFFF000000000000FFFFFFFFFFFF000000FFFFFFFFFFFF000000000D0A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Timeout: 0000"
2025-05-15 04:45:30.158,TCP_PERIODIC,"Communicating to 192.168.254.48:51002 command 10 in Thread : Thread-41"
2025-05-15 04:45:30.158,ReaderRequestController,"Send to reader with the command of screen number: 1F done   "
2025-05-15 04:45:30.161,TCP_PERIODIC,"successfully communicated with /192.168.254.47:51002"
2025-05-15 04:45:30.165,TCP_PERIODIC,"successfully communicated with /192.168.254.48:51002"
2025-05-15 05:56:09.073,ABTControllerManager,"Main-Sub communicated via port 51102, cmd 16, data 3042000000000408"
2025-05-15 05:56:09.075,ABTControllerManager,"Main-Sub communicated via port 51102 command from Main Controller  メイン制御部⇒サブ制御部 0x10h with 系統番号： 1032 データ部：3042000000000408"
2025-05-15 05:56:09.079,FirstDateCreator,"receivedTime is set at : 5:56:9"
2025-05-15 05:56:09.087,ABTControllerManager,"系統番号:  1032 exists in master. Update UI and send command to サブ基盤 to save 系統番号"
2025-05-15 05:56:09.087,TCP_CMD10H,"COMMAND 10H DATA ----------------------->>>>> : address 192.168.254.47 Reader Screen Number: 1F	data　section: 0000000000000000000000000000001F1F140eFFFFFF000000FFFF000000000000FFFFFFFFFFFF000000FFFFFFFFFFFF000000000D0A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Timeout: 0000"
2025-05-15 05:56:09.088,TCP_PERIODIC,"Communicating to 192.168.254.47:51002 command 10 in Thread : Thread-8"
2025-05-15 05:56:09.088,ThreadRecovery,"the total process time finished in 16ms"
2025-05-15 05:56:09.098,TCP_PERIODIC,"successfully communicated with /192.168.254.47:51002"
2025-05-15 05:56:09.100,TCP_CMD10H,"COMMAND 10H DATA ----------------------->>>>> : address 192.168.254.48 Reader Screen Number: 1F	data　section: 0000000000000000000000000000001F1F140eFFFFFF000000FFFF000000000000FFFFFFFFFFFF000000FFFFFFFFFFFF000000000D0A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Timeout: 0000"
2025-05-15 05:56:09.101,TCP_PERIODIC,"Communicating to 192.168.254.48:51002 command 10 in Thread : Thread-8"
2025-05-15 05:56:09.109,TCP_PERIODIC,"successfully communicated with /192.168.254.48:51002"
2025-05-15 05:56:11.601,ABTControllerManager,"Main-Sub communicated via port 51102, cmd 0, data 0101304100000000040800000000000000000000000000000000000000000000000000000100000000"
2025-05-15 05:56:11.604,ABTControllerManager,"Main-Sub communicated via port 51102 command メイン制御部⇒サブ制御部 0x00h with    FTP通信：許可   ステータス：通常(Ready)   現在系統番号：1032   現在駒番号：0   エラーコードメイン：0   エラーコード1：0   エラーコード2：0   エラーコード3：0   音声合成通信状態通知：正常   起動状態通知: 起動完了   起動結果通知メイン：起動成功   起動結果通知1：起動成功   起動結果通知2：起動成功   起動結果通知3：起動成功   データ部：0101304100000000040800000000000000000000000000000000000000000000000000000100000000"
2025-05-15 05:56:11.605,UPDATE_PROCEDURE,"handling received status By Comm Main-Sub"
2025-05-15 05:56:11.605,UPDATE_PROCEDURE,"①メイン制御器からFTPアクセス許可が来たタイミング"
2025-05-15 05:56:11.606,ThreadRecovery,"the total process time finished in 10ms"
