2025-05-26 13:51:00.209,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.315,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.420,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.529,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.632,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.734,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.836,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:00.939,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.040,CONNECT_CLIENT,"Error java.net.SocketException: Socket closed while write data of client socket /192.168.254.31:51102 at 192.168.254.31"
2025-05-26 13:51:01.046,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.048,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.153,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.256,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.359,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.461,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.564,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.670,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.775,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.872,DEBUG,"192.168.254.31 is preparing to reopen...."
2025-05-26 13:51:01.874,CONNECT_CLIENT,"Error java.net.SocketException: Socket closed while write data of client socket /192.168.254.31:51102 at 192.168.254.31"
2025-05-26 13:51:01.876,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.878,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:01.976,MainSubErrorManager,"IP 192.168.254.31, error SEND counter 5 will not be added in error manager. In next release, this error maybe add"
2025-05-26 13:51:01.982,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.084,CONNECT_CLIENT,"Error java.net.SocketException: Socket is closed while write data of client socket /192.168.254.31:51102 at 192.168.254.31"
2025-05-26 13:51:02.088,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.090,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.194,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.299,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.400,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.503,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.607,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.712,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.815,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.917,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:02.982,MainSubErrorManager,"IP 192.168.254.31, error SEND counter 6 will not be added in error manager. In next release, this error maybe add"
2025-05-26 13:51:03.020,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.124,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.208,ABTControllerManager,"Main-Sub communicated via port 52102, cmd 1, data 1030410000000007CF000000000000000000"
2025-05-26 13:51:03.212,ABTControllerManager,"Main-Sub communicated via port 52102 command サブ制御部⇒メイン制御部 0x01h with ステータス：10   現在系統番号：1999   現在駒番号：0   エラーコード：0   運転台信号状態：運転台信号OFF   起動結果通知：起動成功   データ部：1030410000000007CF000000000000000000"
2025-05-26 13:51:03.215,ThreadRecovery,"the total process time finished in 11ms"
2025-05-26 13:51:03.227,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.331,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.435,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.538,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.641,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.746,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.847,DEBUG,"Opened socket at (IP: 192.168.254.31 Port: 51102) with bound: true connected: true closed: false"
2025-05-26 13:51:03.948,CONNECT_CLIENT,"Client Socket is closing at/192.168.254.31:51102. Please wait for next step to reset client socket.."
