2025-05-15 04:43:40.893,ABTControllerManager,"Main-Sub communicated via port 52102, cmd 1, data 103041000000000408050000000000000000"
2025-05-15 04:43:40.895,ABTControllerManager,"Main-Sub communicated via port 52102 command サブ制御部⇒メイン制御部 0x01h with ステータス：10   現在系統番号：1032   現在駒番号：5   エラーコード：0   運転台信号状態：運転台信号OFF   起動結果通知：起動成功   データ部：103041000000000408050000000000000000"
2025-05-15 04:43:40.897,ThreadRecovery,"the total process time finished in 7ms"
2025-05-15 04:43:40.993,ABTControllerManager,"Main-Sub communicated via port 52102, cmd 1, data 103041000000000408050000000000000100"
2025-05-15 04:43:40.996,ABTControllerManager,"Main-Sub communicated via port 52102 command サブ制御部⇒メイン制御部 0x01h with ステータス：10   現在系統番号：1032   現在駒番号：5   エラーコード：0   運転台信号状態：運転台信号ON   起動結果通知：起動成功   データ部：103041000000000408050000000000000100"
2025-05-15 04:43:40.997,ThreadRecovery,"the total process time finished in 6ms"
2025-05-15 04:43:43.488,PAYMENT,"Send request to show door close screen"
2025-05-15 04:43:43.490,PAYMENT,"Send request to show door close screen"
2025-05-15 04:43:43.493,TCP_CMD10H,"COMMAND 10H DATA ----------------------->>>>> : address 192.168.254.45 Reader Screen Number: 1F	data　section: 0000000000000000000000000000001F1F1AFFFFFFFF000000FFFF000000000000FFFFFFFFFFFF000000FFFFFFFFFFFF000000000D0A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Timeout: 0000"
2025-05-15 04:43:43.495,TCP_PERIODIC,"Communicating to 192.168.254.45:51002 command 10 in Thread : Thread-10"
2025-05-15 04:43:43.495,ReaderRequestController,"Send to reader with the command of screen number: 1F done   "
2025-05-15 04:43:43.499,TCP_CMD10H,"COMMAND 10H DATA ----------------------->>>>> : address 192.168.254.46 Reader Screen Number: 1F	data　section: 0000000000000000000000000000001F1F1AFFFFFFFF000000FFFF000000000000FFFFFFFFFFFF000000FFFFFFFFFFFF000000000D0A00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 Timeout: 0000"
2025-05-15 04:43:43.499,ReaderRequestController,"Send to reader with the command of screen number: 1F done   "
2025-05-15 04:43:43.499,TCP_PERIODIC,"Communicating to 192.168.254.46:51002 command 10 in Thread : Thread-10"
2025-05-15 04:43:43.503,TCP_PERIODIC,"successfully communicated with /192.168.254.45:51002"
2025-05-15 04:43:43.507,TCP_PERIODIC,"successfully communicated with /192.168.254.46:51002"
2025-05-15 16:41:22.143,ReaderDoorRequestController,"request is ready to start with readerLocation: 1   doorStatus: 01"
2025-05-15 16:41:22.143,ReaderDoorRequestController,"Door Status is OPEN"
